policy_id,country_iso,country_update,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,last_update,impact_indicators.comments,impact_indicators.name,impact_indicators.value,impact_indicators.base_year,impact_indicators.target_year
211002093,KOR,Annual,"New Automotive Emissions Standards Republic of Korea (2008)","New Automotive Emissions Standards",Country,,"Republic of Korea",,,"Codes and standards, Regulatory Instruments, Vehicle fuel-economy and emissions standards","Transport, Light-duty vehicles","Fuel economy standards for light-duty vehicles, covering passenger vehicles with less than 10 passenger seats (3.5 tonne), not covering larger sized passenger vehicles and trucks.
Updated for 2020. Corporate average target of 140 g/km (17 km/l) by 2015, 97 g/km (24.3 km/l) by 2020. Automakers should achieve either the greenhouse emissions intensity target or the fuel economy target. The policy currently covering passenger vehicles with less than 10 passenger seats (3.5 ton), not covering larger sized passenger vehicles and trucks.
Targets:
- Passenger cars: 24.1 km/L (97 gCO2/km) by 2020
- Light trucks: 14.1 km/L (166 gCO2/km) by 2020","Energy efficiency, Non-energy use",,"In force",2008,2009,,High,Mitigation,"http://www.transportpolicy.net/index.php?title=South_Korea:_Light-duty:_Fuel_Economy_and_GHG
http://www.theicct.org/sites/default/files/publications/S.Korea%20FE%20GHG%20Policy%20Update_vFinal.pdf",,"Vehicle fuel consumption (MJ/pkm), Vehicle emissions standards (gCO2/km)","Vehicle fuel consumption (km/l), Vehicle emissions standards (gCO2/km)","90, 0.99",",","2030, 2030"
211001018,KOR,Annual,"Energy efficiency labelling Republic of Korea (2019)","Energy efficiency labelling",Country,,"Republic of Korea",,,"Performance label","Buildings, Appliances",,"Energy efficiency, Renewables",,"In force",2019,,,Unknown,Mitigation,https://www.tuvsud.com/sl-si/e-ssentials-newsletter/consumer-products-and-retail-essentials/e-ssentials-14-2019/korea-energy-efficiency-labelling-requirements-and-standards-on-clothes-dryers-and-air-purifiers,,,,,,
211001179,KOR,Annual,"First Comprehensive Action Plan for Climate Change Policy Republic of Korea (1999)","First Comprehensive Action Plan for Climate Change Policy",Country,,"Republic of Korea",,,"Political & non-binding climate strategy",General,"The plan is described in South Korea's National Communications.","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Superseded,1999,,2001,Unknown,Mitigation,"http://unfccc.int/resource/docs/natc/kornc02.pdf
http://unfccc.int/resource/docs/natc/kornc3.pdf",,,,,,
211001353,KOR,Annual,"Green New Deal Republic of Korea (2009)","Green New Deal",Country,,"Republic of Korea",,,"Policy support, Strategic planning, Direct investment","Electricity and heat, Buildings, Transport, Renewables, Light-duty vehicles, Heavy-duty vehicles",,"Renewables, Energy efficiency",,Ended,2009,2009,2012,Unknown,Mitigation,https://wedocs.unep.org/handle/20.500.11822/31648,,,,,,
211005173,KOR,Annual,"Nationally Determined Contribution - NDC Republic of Korea (2020)","Nationally Determined Contribution - NDC",Country,,"Republic of Korea",,,"Climate strategy, Political & non-binding climate strategy, GHG reduction target, Political & non-binding GHG reduction target, Renewable energy target, Political & non-binding renewable energy target",General,"South Korea submitted its economy-wide update NDC that contains an absolute target to reduce 24.4% the GHG emissions of 2017 (709.1 MtCO2e excluding LULUCF), by 2030.The long-term goal is to reach carbon neutrality by 2050.
The sectors covered by the target are energy (supply and demand), industrial processes, agriculture, LULUCF, and waste and the gases covered are carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), hydrofluorocarbons (HFCs), perfluorocarbon (PFCs), sulphur hexafluoride (SF6).
Republic of Korea underscores a plan to reduce its GHG emissions using a carbon market mechanism, the K-ETS, which covers 73.5% of national emissions. Moreover, Korea set its Korean Green New Deal focusing on green transition in cities, low-carbon energy, and innovative less carbon intensive industries.
In the electricity sector it focuses on the reduction of coal power generation through the ban on new coal-fired power plants, switching to eco-friendlier fuels. Also, Korea plans to increase the share of renewable energy up to 20% by 2030. In the industry sector the reliance lies on highly-efficient equipment which will reduce the consumption of fossil fuels. In the building sector, Korea pledges to 'greening' public buildings by upgrading standards of energy consumption. In the transportation sector, Korea has set a target of e-mobile vehicles by 2030 and a modal shift in freight transport from road to rail. All of these actions are embedded in the Korean New Green Deal plan (Republic of Korea NDC, 2020).
According to CAT, the update of its NDC is 'Highly insufficient"". The NDC is economy-wide and now has an absolute target: 24.4% below 2017 emissions by 2030. In CAT calculations, this would be equivalent to 540 MtCO2 by 2030. However, these emissions would be reached including international credits and LULUCF sink.
 ","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,"In force",2020,2021,2030,Unknown,"Adaptation, Mitigation","https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Republic%20of%20Korea%20First/201230_ROK%27s%20Update%20of%20its%20First%20NDC_editorial%20change.pdf
https://climateactiontracker.org/climate-target-update-tracker/south-korea/",01/05/2021,,,,,
211001047,KOR,Annual,"Enforcement Rules of the Wastes Control Act Republic of Korea (2007)","Enforcement Rules of the Wastes Control Act",Country,,"Republic of Korea",,,"Regulatory Instruments","Electricity and heat, Renewables, Industry, Waste CH4",,"Renewables, Non-energy use",,"In force",2007,2007,,Unknown,Mitigation,http://unfccc.int/resource/docs/natc/kornc3.pdf,,,,,,
211001110,KOR,Annual,"Extension of Renewable Energy Subsidy Republic of Korea (2003)","Extension of Renewable Energy Subsidy",Country,,"Republic of Korea",,,"Fiscal or financial incentives, Grants and subsidies","Electricity and heat, Renewables",,Renewables,,"In force",2003,,,Unknown,Mitigation,,,,,,,
211001535,KOR,Annual,"Interest Cut for Energy Savers Republic of Korea (2004)","Interest Cut for Energy Savers",Country,,"Republic of Korea",,,"Economic instruments, Fiscal or financial incentives","Electricity and heat, Renewables, Industry",,Renewables,,"In force",2004,,,Unknown,Mitigation,https://www.iea.org/policies/4126-interest-cut-for-energy-savers?country=Korea&page=2&qs=korea,,,,,,
230206125,KOR,Annual,"Forest Restoration Action Plan Republic of Korea (2022)","Forest Restoration Action Plan",Country,,"Republic of Korea",,,"Policy support, Strategic planning, Target","Agriculture and forestry","This policy plans to increase the annual planting of temperate native species to 85 ha in 2022, compared to 40 ha in 2021.","Non-energy use",,"In force",2022,,,High,Mitigation,"Greenhouse gas mitigation scenarios for major emitting countries (newclimate.org)",25/01/2023,,,,,
211000052,KOR,Annual,"2nd Basic Plan for NRE Technology Development, Utilisation and Deployment Republic of Korea (2003)","2nd Basic Plan for NRE Technology Development, Utilisation and Deployment",Country,,"Republic of Korea",,,"Direct investment, Loans, Policy support, Strategic planning, Research & Development and Deployment (RD&D)","Electricity and heat, Renewables",,Renewables,,Ended,2003,,2013,Unknown,Mitigation,https://climate-laws.org/geographies/south-korea/laws/act-on-the-promotion-of-the-development-use-and-diffusion-of-new-and-renewable-energy,,,,,,
211001594,KOR,Annual,"Korea Energy Show Republic of Korea (1975)","Korea Energy Show",Country,,"Republic of Korea",,,"Information provision","Electricity and heat, Renewables",,"Renewables, Energy efficiency",,"In force",1975,,,Unknown,Mitigation,https://koreaenergyshow.energy.or.kr/eng_new/main/main.do,,,,,,
211000939,KOR,Annual,"Energy Management System(EnMS) dissemination Republic of Korea (2011)","Energy Management System(EnMS) dissemination",Country,,"Republic of Korea",,,"Economic instruments, Professional training and qualification","Electricity and heat, Industry",,"Energy efficiency, Renewables",,"In force",2011,,,Unknown,Mitigation,https://www.iea.org/policies/793-energy-management-system-enms-dissemination,,,,,,
211002125,KOR,Annual,"New and Renewable Energy Facilities Certification Republic of Korea (2003)","New and Renewable Energy Facilities Certification",Country,,"Republic of Korea",,,"Economic instruments, Information and education, Policy support",General,,"Energy efficiency, Renewables",,"In force",2003,,,Unknown,Mitigation,https://www.iea.org/policies/4672-new-and-renewable-energy-equipment-certification?country=Korea&page=2&qs=korea,,,,,,
211001429,KOR,Annual,"High Efficiency Appliance Certification Programme Republic of Korea (1996)","High Efficiency Appliance Certification Programme",Country,,"Republic of Korea",,,"Negotiated agreements (public-private sector), Endorsement label","Buildings, Appliances",,"Energy efficiency",,"In force",1996,,,Unknown,Mitigation,http://www.kemco.or.kr/nd_file/kemco_eng/KoreaEnergyStandards&Labeling.pdf,,,,,,
211001516,KOR,Annual,"Integrated Energy Act Republic of Korea (1991)","Integrated Energy Act",Country,,"Republic of Korea",,,"Loans, Tax relief","Industry, Waste CH4",,"Non-energy use",,Ended,1991,,,Unknown,Mitigation,,,,,,,
211002853,KOR,Annual,"Ten-Year Energy Technology Development Plan Republic of Korea (1997)","Ten-Year Energy Technology Development Plan",Country,,"Republic of Korea",,,"Research & Development and Deployment (RD&D), Energy efficiency target, GHG reduction target, Political & non-binding energy efficiency target, Political & non-binding renewable energy target","Electricity and heat, Renewables","Curtailment of the  greenhouse gas emission rate by 15%; Overall increase of Energy efficiency by 12%;",Renewables,,Superseded,1997,1997,2006,Unknown,Mitigation,https://www.oecd.org/korea/42876970.pdf,,,,,,
211002049,KOR,Annual,"National Strategic Plan for Climate Change Adaptation 2011-2015 Republic of Korea (2010)","National Strategic Plan for Climate Change Adaptation 2011-2015",Country,,"Republic of Korea",,,"Strategic planning",General,,"Energy service demand reduction and resource efficiency, Non-energy use",,"In force",2010,,,Unknown,Adaptation,http://www.lse.ac.uk/GranthamInstitute/law/national-strategic-plan-for-climate-change-adaptation-2011-2015/,,,,,,
211002595,KOR,Annual,"Revision of the Alternative Energy Act Republic of Korea (2002)","Revision of the Alternative Energy Act",Country,,"Republic of Korea",,,"Information and education, Policy support, Institutional creation","Electricity and heat, Renewables",,Renewables,,"In force",2002,,,Unknown,Mitigation,,,,,,,
220205769,KOR,Annual,"2050 Carbon Neutral Strategy Republic of Korea (2020)","2050 Carbon Neutral Strategy",Country,,"Republic of Korea",,,"Policy support, Strategic planning, Target, GHG reduction target, Political & non-binding GHG reduction target",General,"South Korea's LTS sets out the target of achieving carbon neutrality by 2050. The Strategy outlines the following five key elements that will guide Korea’s policymaking, social transformation and technological innovations for its green transition.
- Expanding the use of clean power and hydrogen across all sectors
- Improving energy efficiency to a significant level
- Commercial deployment of carbon removal and other future technologies
- Scaling up the circular economy to improve industrial sustainability
- Enhancing carbon sinks","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,"In force",2020,2021,2050,,Mitigation,https://unfccc.int/sites/default/files/resource/LTS1_RKorea.pdf,01/01/2022,,,,,
211002825,KOR,Annual,"Tax Incentives Republic of Korea (2004)","Tax Incentives",Country,,"Republic of Korea",,,"Economic instruments, Tax relief, Sectoral standards","Electricity and heat, Industry",,"Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch",,"In force",2004,,,Unknown,Mitigation,http://conferencias.cepal.org/politica_fiscal/Jueves%2023/Pdf/Sangyool%20Lee.pdf,,,,,,
211002567,KOR,Annual,"Research Funding for Energy efficiency Technology and CO2 Sequestration Republic of Korea (2002)","Research Funding for Energy efficiency Technology and CO2 Sequestration",Country,,"Republic of Korea",,,"Technology deployment and diffusion, Research programme","Electricity and heat, CCS",,"Energy efficiency, Other low-carbon technologies and fuel switch",,"In force",2002,,,Unknown,Mitigation,,,,,,,
211003279,KOR,Annual,"Zero Energy Building Certification System Republic of Korea (2017)","Zero Energy Building Certification System",Country,,"Republic of Korea",,,"Building codes and standards","Buildings, Heating and cooling",,"Energy efficiency",,"In force",2017,,,Unknown,Mitigation,https://www.climate-transparency.org/wp-content/uploads/2019/11/B2G_2019_South_Korea.pdf,,,,,,
211003262,KOR,Annual,"Transportation-Energy-Environment Tax Republic of Korea (2015)","Transportation-Energy-Environment Tax",Country,,"Republic of Korea",,,"Energy and other taxes","Transport, Industry, Agriculture and forestry, Electricity and heat","Original title: ??????????. Applies to gasoline and diesel at uniform rates of KRW 529/l and KRW 375/l, respectively. The rates are specified by Presidential Decree (OECD 2019).","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",2015,,,Unknown,Mitigation,https://www.oecd.org/tax/tax-policy/taxing-energy-use-korea.pdf,,,,,,
211000845,KOR,Annual,"Energy Act (Act No. 7860) Republic of Korea (2006)","Energy Act (Act No. 7860)",Country,,"Republic of Korea",,,"Institutional creation, Strategic planning","General, Electricity and heat, Renewables",Legislative,"Renewables, Energy efficiency",,"In force",2006,,,Unknown,Mitigation,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC100468/,,,,,,
211003092,KOR,Annual,"Voluntary Energy Conservation Campaigns Republic of Korea (2005)","Voluntary Energy Conservation Campaigns",Country,,"Republic of Korea",,,"Advice or aid in implementation, Information provision, Policy support","Electricity and heat, Buildings, Industry, Heating and cooling, Industrial energy related",,"Energy efficiency",,"In force",2005,,,Unknown,Mitigation,,,,,,,
211000639,KOR,Annual,"Demand-Side Management Republic of Korea (1996)","Demand-Side Management",Country,,"Republic of Korea",,,Auditing,"Electricity and heat, Industry",,"Energy efficiency, Renewables",,Ended,1996,,,Unknown,Mitigation,,,,,,,
211002533,KOR,Annual,"Renewable Portfolio Agreement (RPA) Republic of Korea (2005)","Renewable Portfolio Agreement (RPA)",Country,,"Republic of Korea",,,"Negotiated agreements (public-private sector)","Electricity and heat, Renewables",,Renewables,,Ended,2005,,,Unknown,Mitigation,https://www.iea.org/policies/4671-renewable-portfolio-agreement-rpa,,,,,,
211001337,KOR,Annual,"Green & Smart Transportation Partnership Republic of Korea (2012)","Green & Smart Transportation Partnership",Country,,"Republic of Korea",,,"Voluntary approaches","Transport, Shipping",,"Energy efficiency",,"In force",2012,,,Unknown,Mitigation,http://bpms.kemco.or.kr/tire/,,,,,,
211000688,KOR,Annual,"Domestic Emissions Trading Pilot Scheme for Korean Industries and Power Sector Republic of Korea (2015)","Domestic Emissions Trading Pilot Scheme for Korean Industries and Power Sector",Country,,"Republic of Korea",,,"GHG emissions allowances","Electricity and heat, Industry",,"Energy service demand reduction and resource efficiency, Renewables, Energy efficiency, Other low-carbon technologies and fuel switch, Non-energy use",,Ended,2015,,,Unknown,Mitigation,https://icapcarbonaction.com/en/?option=com_etsmap&task=export&format=pdf&layout=list&systems%5B%5D=47,,,,,,
211001185,KOR,Annual,"Five-Year Plan for Green Growth Republic of Korea (2009)","Five-Year Plan for Green Growth",Country,,"Republic of Korea",,,"Strategic planning, Policy support","General, Electricity and heat, Industry, Renewables, Waste CH4",,"Renewables, Energy efficiency, Non-energy use",,"In force",2009,,,Unknown,Mitigation,https://www.oecd.org/korea/greengrowthinactionkorea.htm,,,,,,
211001389,KOR,Annual,"Greenhouse Gas Reduction Roadmap Republic of Korea (2014)","Greenhouse Gas Reduction Roadmap",Country,,"Republic of Korea",,,"Climate strategy","Buildings, Appliances, Heating and cooling, Hot water and cooking","The Greenhouse Gas Reduction Roadmap contains detailed implementation plans to achieve the national greenhouse gas reduction goals set in 2009, was announced in January 2014. The final road map BAU and reduction goals for each sector are:
 - The BAU of greenhouse gas in the goal year of 2020 is 776 million tons of CO2e, which will be reduced to 543 million CO2e if the reduction goal of 30% is reached.
 - (implemented) buildings: 45.01 Mton (26.9) reduction from 2020 BAU of 167.23 Mton
 - (planned) industry: 81.3 Mton (18.5%) reduction from 2020 BAU of 439 Mton
 - (planned) transport: 34.18 (34.4%) reduction from 2020 BAU of 99.58 Mton
Targets
 - (implemented) buildings: 45.01 Mton (26.9) reduction from 2020 BAU of 167.23 Mton","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,Ended,2014,2014,2020,High,Mitigation,https://www.climate-laws.org/geographies/south-korea/policies/national-roadmap-for-greenhouse-gas-reductions-by-2030,,"Building energy performance standard (MtCO2e), Building energy performance standard (%), GHG emissions reduction (MtCO2e), GHG emissions reduction (%),GHG emissions reduction (MtCO2e), GHG emissions reduction (%)","Building energy performance standard (kWh/ m2), Building energy performance standard (kWh/ m2), GHG emissions reduction (GtCO2eq), GHG emissions reduction (%), GHG emissions reduction (GtCO2eq), GHG emissions reduction (%)","64.5, 32.7, 0.0986, 20.5, 0.0308, 29.3","0, 0, 0, 0, 0, 0","2030, 2030, 2030, 2030, 2030, 2030"
211002840,KOR,Annual,"Tax incentive program Republic of Korea (2011)","Tax incentive program",Country,,"Republic of Korea",,,"Fiscal or financial incentives, Tax relief","Electricity and heat, Renewables",,Renewables,,"In force",2011,,,Unknown,Mitigation,http://www.nts.go.kr/eng/,,,,,,
211003286,KOR,Annual,"EVSE Deployment Republic of Korea (2016)","EVSE Deployment",Country,,"Republic of Korea",,,"Infrastructure investments","Transport, Low-emissions mobility","In 2016, the Korean government spent 42,100 million KRW on direct investment in public EVSE deployment. About 10,000 public charging station should be built by 2022. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Other low-carbon technologies and fuel switch",,"In force",2016,,,Unknown,Mitigation,https://www.iea.org/policies/2966-evse-deployment?country=Korea&qs=korea,,,,,,
211003093,KOR,Annual,"Voluntary Fuel Efficiency Standards Republic of Korea (2005)","Voluntary Fuel Efficiency Standards",Country,,"Republic of Korea",,,"Voluntary approaches, Research & Development and Deployment (RD&D)","Transport, Light-duty vehicles, Heavy-duty vehicles, Low-emissions mobility",,"Energy efficiency",,Ended,2005,2005,2006,Unknown,Mitigation,https://www.transportpolicy.net/standard/south-korea-light-duty-fuel-economy-and-ghg/,,,,,,
211002875,KOR,Annual,"The First National Energy Master Plan 2008-2030 Republic of Korea (2009)","The First National Energy Master Plan 2008-2030",Country,,"Republic of Korea",,,"Policy support, Strategic planning, Renewable energy target, Regulatory Instruments, Political & non-binding energy efficiency target, Political & non-binding renewable energy target","General, Transport, Buildings, Electricity and heat, Renewables, Industry","The plan sets various energy targets: to reduce final energy consumption by 13% below BAU level by 2035, and to achieve 11% of renewable energy in total energy consumption by 2030 with an interim target of 6% by 2020.
Amended in 2014","Energy efficiency, Renewables",,Superseded,2009,,2014,Unknown,"Mitigation, Energy security",https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjZ5IfIlZHtAhWC2aQKHXpxDiIQFjABegQIAxAC&url=https%3A%2F%2Fwww.motie.go.kr%2Fcommon%2Fdownload.do%3Ffid%3Dbbs%26bbs_cd_n%3D72%26bbs_seq_n%3D209286%26file_seq_n%3D2&usg=AOvVaw1-NUBtnbdxqLHEMAUa7xYR,,,,,,
220205907,KOR,Annual,"2018 - 2030 Methane Reduction Plan Republic of Korea (2021)","2018 - 2030 Methane Reduction Plan",Country,,"Republic of Korea",,,"Target, GHG reduction target, Political & non-binding GHG reduction target","Electricity and heat, Agriculture and forestry, Industry","South Korea joined the Global Methane Pledge and announced a methane reduction plan that sets a target to reduce national methane emissions by 30% below 2018 levels by 2030. Sectoral targets were announced for energy (28.6%), agriculture (20.9%), and waste (46.5%), all below 2018 levels by 2030.","Energy service demand reduction and resource efficiency",,"In force",2021,,,,Mitigation,http://www.motie.go.kr/motie/ne/presse/press2/bbs/bbsView.do?bbs_seq_n=164722&bbs_cd_n=81,08/04/2022,,,,,
211003283,KOR,Annual,"Mandatory Use of Renewables by Public Buildings Republic of Korea (2011)","Mandatory Use of Renewables by Public Buildings",Country,,"Republic of Korea",,,"Strategic planning, Obligation schemes","Buildings, Heating and cooling","Policy aiming at increasing the amount of renewable energy used in public buildings. As of 2011, it applied to buildings of more than 3,000 m2 (1,000 m2 starting in 2012). Those buildings need to use at the minimum 10% of renewable energy, going up to 20% in 2020. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2011,,,Unknown,Mitigation,https://www.iea.org/policies/5097-mandatory-use-of-renewables-by-public-buildings,,,,,,
211000656,KOR,Annual,"Diesel and Gasoline Standards Republic of Korea (2009)","Diesel and Gasoline Standards",Country,,"Republic of Korea",,,"Vehicle fuel-economy and emissions standards",Transport,"Both emissions (air pollution) and operational (affecting energy efficiency) standards.","Energy efficiency, Non-energy use",,"In force",2009,,,Unknown,"Mitigation, Air pollution",http://transportpolicy.net/index.php?title=South_Korea:_Fuels:_Diesel_and_Gasoline,,,,,,
211105430,KOR,Annual,"Light-duty vehicles fuel efficiency standards Republic of Korea (2014)","Light-duty vehicles fuel efficiency standards",Country,,"Republic of Korea",,,"Regulatory Instruments, Codes and standards, Vehicle fuel-economy and emissions standards","Transport, Light-duty vehicles","The 2020 standards require light-duty vehicles to meet a fuel economy target of 24.3 km/L (Gasoline equivalent: 24.1 km/L) or a GHG target of 97 g/km for passenger cars and a fuel economy target of 15.6 km/L (Gasoline equivalent: 14.1 km/L) or a GHG target of 166 g/km for light trucks.","Energy service demand reduction and resource efficiency",,"In force",2014,,,,Mitigation,"(Policy document in Korean) https://www.law.go.kr/LSW/admRulLsInfoP.do?admRulSeq=2100000009634
(Summary in English) https://www.transportpolicy.net/standard/south-korea-light-duty-fuel-economy-and-ghg/",01/10/2021,,,,,
211000429,KOR,Annual,"Certification of NRE Systems Republic of Korea (2004)","Certification of NRE Systems",Country,,"Republic of Korea",,,"Performance label, Codes and standards","Electricity and heat, Renewables",,Renewables,,"In force",2004,,,Unknown,Mitigation,,,,,,,
211003282,KOR,Annual,"National Heat Map Republic of Korea (2020)","National Heat Map",Country,,"Republic of Korea",,,"Information provision","Buildings, Heating and cooling","""The map will include all the wasted and unused heat energy from power plants, incineration facilities, district heating facilities, fuel cells, and industrial facilities. The map is expected to facilitate the use of wasted heat and to accelerate energy efficiency improvement."" (For reference, see below.) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy efficiency",,Planned,2020,,,Unknown,Mitigation,https://www.iea.org/policies/6510-creation-of-national-heat-map?country=Korea&qs=korea,,,,,,
211002431,KOR,Annual,"Regional Deployment Program Republic of Korea (1997)","Regional Deployment Program",Country,,"Republic of Korea",,,"Infrastructure investments, Funds to sub-national governments, Grants and subsidies, Tax relief, Feed-in tariffs or premiums","Electricity and heat, Renewables",,Renewables,,Superseded,1997,1997,2006,Unknown,Mitigation,https://www.iea.org/policies/3967-regional-deployment-program?page=15&region=Asia%20Pacific&type=Strategic%20planning%2CAuditing%2CResearch%2C%20development%20and%20deployment%2CPerformance%20labels%2CGrants%2Fsubsidy,,,,,,
211003290,KOR,Annual,"Tax Reduction per Vehicle Republic of Korea (2012)","Tax Reduction per Vehicle",Country,,"Republic of Korea",,,"Fiscal or financial incentives, Tax relief","Transport, Low-emissions mobility","Tax reduction per vehicle (2016, 2017) (unit : KRW)
BEV ~4,000,000, PHEV ~2,700,000, HEV ~2,700,000, FCV ~7,200,000 (See reference below for details.) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Other low-carbon technologies and fuel switch",,"In force",2012,,,Unknown,Mitigation,https://www.iea.org/policies/3280-tax-reduction-per-vehicle?country=Korea&qs=korea,,,,,,
211002246,KOR,Annual,"Particular Matter Emissions Control Policy Republic of Korea (2015)","Particular Matter Emissions Control Policy",Country,,"Republic of Korea",,,"Industrial air pollution standards",Transport,"The most important recent development in Korea, which has gained strong public attention, is “Particular Matter Emissions Control Policy” and its associated implementation plans. The plans include large subsidies for disseminating eco-friendly cars and EV charging infrastructures and early replacement subsidies for old diesel vehicles. Tthe PM Emissions Control Policy concerns only with air quality and environmental improvement.","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",2015,,,unclear,"Air pollution",,,,,,,
211000982,KOR,Annual,"Energy Use Rationalization Act Republic of Korea (1980)","Energy Use Rationalization Act",Country,,"Republic of Korea",,,"Information and education, Advice or aid in implementation, Policy support, Institutional creation, Auditing, Other mandatory requirements, Negotiated agreements (public-private sector)","Electricity and heat, Industry, General","Legislative. Revised several times, see IEA source for details.","Energy efficiency",,"In force",1980,,,Unknown,Mitigation,https://www.climate-laws.org/geographies/south-korea/laws/energy-use-rationalization-act,,,,,,
211002603,KOR,Annual,"Roadmap to achieve the National Greenhouse Gas Reduction Targets Republic of Korea (2014)","Roadmap to achieve the National Greenhouse Gas Reduction Targets",Country,,"Republic of Korea",,,"Climate strategy, Political & non-binding climate strategy, Target, GHG reduction target",General,"""This plan offers a realistic and effective strategy for each sector to enable Korea to reach its national target for emission reductions. Relevant authorities periodically assess the progress of each sector in reaching its required goals set by the action plan to ensure Korea’s successful implementation of the Roadmap. The Roadmap presents detailed emission reduction policies and measures for each sector — including industry, building, and transport—to achieve planned reduction targets""","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,"In force",2014,,,Unknown,Mitigation,http://unfccc.int/resource/docs/natc/rkorbur1.pdf,,,"GHG emissions reduction (GtCO2eq), GHG emissions reduction (%)","0.543, 30","0, 0","2020, 2020"
211003336,KOR,Annual,"Renewable Energy 3020 Plan Republic of Korea (2017)","Renewable Energy 3020 Plan",Country,,"Republic of Korea",,,"Feed-in tariffs or premiums, Renewable energy target, Strategic planning, Regulatory Instruments, Direct investment","Electricity and heat, Renewables","In December 2017, The Korean Government announced the Renewable Energy 3020 Implementation Plan. It sets a goal to produce 20% of its energy from renewable sources by 2030 and increase relevant job creation. According to the Plan, The Korean Government will deploy eco-environment with low-carbon energy and govern energy system adapting to the new climate regime. Major topics of the Plan are; RPS for energy supplier and FIT for small renewable users, PV deployment to agricultural area and buildings, Raising eco-environmental energy fund for utility scale renewable projects, Demonstrating eco-environmental and energy-independent cities. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2017,2017,2030,Unknown,Mitigation,"http://gggi.org/site/assets/uploads/2018/10/Presentation-by-Mr.-Kyung-ho-Lee-Director-of-the-New-and-Renewable-Energy-Policy-Division-MOTIE.pdf
https://www.iea.org/policies/6569-korea-renewable-energy-3020-plan",,,"Capacity of renewables (MW), Capacity of renewables (MW), Capacity of renewables (MW), Capacity of renewables (MW), Capacity of renewables (MW), Capacity of renewables (MW), Capacity of renewables (MW), Capacity of renewables (MW), Capacity of renewables (MW)","2100, 17700, 33500, 1700, 300, 700, 700, 1400, 300",", , , , , , , ,","2030, 2030, 2030, 2030, 2030, 2030, 2030, 2030, 2030"
211001765,KOR,Annual,"Mandatory Energy Audits for Large Power Consumers Republic of Korea (2007)","Mandatory Energy Audits for Large Power Consumers",Country,,"Republic of Korea",,,"Information and education, Auditing","Electricity and heat, Industry",,"Energy efficiency",,"In force",2007,,,Unknown,Mitigation,https://www.oecd.org/korea/42876970.pdf,,,,,,
220205780,KOR,Annual,"Target Management System Republic of Korea (2017)","Target Management System",Country,,"Republic of Korea",,,"Regulatory Instruments, Other mandatory requirements",Industry,"This policy aims to increase energy efficiency in the industry sector. It requires companies that emit more than 50 ktCO2e a year to set a legally binding energy reduction target in consultation with the government.","Energy efficiency",,"In force",2017,,,,Mitigation,https://climateactiontracker.org/countries/south-korea/policies-action/,01/01/2022,,,,,
211002832,KOR,Annual,"Tax breaks on energy saving investments Republic of Korea (2005)","Tax breaks on energy saving investments",Country,,"Republic of Korea",,,"Tax relief","Buildings, Appliances, Heating and cooling, Hot water and cooking",,"Energy efficiency",,"In force",2005,,,Unknown,Mitigation,http://www.kemco.or.kr,,,,,,
211000700,KOR,Annual,"E-Standby Programme Republic of Korea (2005)","E-Standby Programme",Country,,"Republic of Korea",,,"Negotiated agreements (public-private sector), Endorsement label, Other mandatory requirements, Codes and standards","Buildings, Appliances",,"Energy efficiency",,"In force",2005,,,Unknown,Mitigation,https://onetech.co.kr/en/national-certification/energy-efficiency-e-standby/?ckattempt=1,,,,,,
